RFID,Antenna,DateTime,Feeder,TestRFID_DateTime,Time_diff,Corrected_DateTime,Note
011016C023,2, 12/07/2021 13:45:16,Feeder05,,, 12/07/2021 13:45:16,
011016C023,2, 12/07/2021 13:46:11,Feeder05,,, 12/07/2021 13:46:11,
011016D1F5,2, 12/07/2021 13:49:00,Feeder05,,, 12/07/2021 13:49:00,
011016D1F5,1, 12/07/2021 13:49:02,Feeder05,,, 12/07/2021 13:49:02,
011016D1F5,2, 12/07/2021 13:49:02,Feeder05,,, 12/07/2021 13:49:02,
011016D1F5,1, 12/07/2021 13:49:02,Feeder05,,, 12/07/2021 13:49:02,
011016D1F5,2, 12/07/2021 13:49:03,Feeder05,,, 12/07/2021 13:49:03,
011016D1F5,1, 12/07/2021 13:49:03,Feeder05,,, 12/07/2021 13:49:03,
011016D1F5,2, 12/07/2021 13:54:10,Feeder05,,, 12/07/2021 13:54:10,
011016D1F5,1, 12/07/2021 13:54:12,Feeder05,,, 12/07/2021 13:54:12,
01103F651E,1, 12/07/2021 13:54:26,Feeder05,,, 12/07/2021 13:54:26,
01103F651E,2, 12/07/2021 13:54:26,Feeder05,,, 12/07/2021 13:54:26,
01103F651E,1, 12/07/2021 13:54:27,Feeder05,,, 12/07/2021 13:54:27,
01103F651E,2, 12/07/2021 13:54:28,Feeder05,,, 12/07/2021 13:54:28,
